#,weapon_type,firearm_caliber,weapon_description,trr_report_id
3204,VERBAL THREAT (ASSAULT),,,102564
3205,VERBAL THREAT (ASSAULT),,,102566
3206,VERBAL THREAT (ASSAULT),,,102573
3207,HANDS/FISTS,,,102574
3208,OTHER (SPECIFY),,"PULLED,DRAGGED,THROWN DOWN STAIRS",102574
3209,VERBAL THREAT (ASSAULT),,,102574
3210,HANDS/FISTS,,,102587
3211,VERBAL THREAT (ASSAULT),,,102588
3212,HANDS/FISTS,,,102596
3213,VERBAL THREAT (ASSAULT),,,102596
3214,VERBAL THREAT (ASSAULT),,,102600
3215,OTHER (SPECIFY),,EMPTY GLASS BOTTLE,102605
3216,OTHER (SPECIFY),,ELBOW STRIKE,102616
3217,OTHER (SPECIFY),,ARMS,102617
3218,HANDS/FISTS,,,102619
3219,"MOUTH (SPIT,BITE,ETC)",,,102619
3220,HANDS/FISTS,,,102620
3221,"MOUTH (SPIT,BITE,ETC)",,,102620
3222,"MOUTH (SPIT,BITE,ETC)",,,102621
3223,FIREARM - REVOLVER, 38 CAL,,102627
3224,OTHER (SPECIFY),,BICYCLE,102637
3225,FEET,,,102638
3226,"MOUTH (SPIT,BITE,ETC)",,,102638
3227,VERBAL THREAT (ASSAULT),,,102638
3228,"MOUTH (SPIT,BITE,ETC)",,,102641
3229,FEET,,,102645
3230,HANDS/FISTS,,,102645
3231,VERBAL THREAT (ASSAULT),,,102645
3232,FEET,,,102646
3233,HANDS/FISTS,,,102646
3234,VERBAL THREAT (ASSAULT),,,102646
3235,FEET,,,102651
3236,VERBAL THREAT (ASSAULT),,,102652
3237,HANDS/FISTS,,,102661
3238,VERBAL THREAT (ASSAULT),,,102661
3239,HANDS/FISTS,,,102664
3240,VERBAL THREAT (ASSAULT),,,102664
3241,FEET,,,102667
3242,HANDS/FISTS,,,102667
3243,FEET,,,102668
3244,FEET,,,102669
3245,FIREARM - SEMI-AUTOMATIC,25 ACP,,102669
3246,FIREARM - REVOLVER, 38 CAL,,102670
3247,FIREARM - REVOLVER, 38 CAL,,102671
3248,OTHER (SPECIFY),,GLASS BOTTLE,102673
3249,HANDS/FISTS,,,102674
3250,VERBAL THREAT (ASSAULT),,,102674
3251,VERBAL THREAT (ASSAULT),,,102675
3252,HANDS/FISTS,,,102676
3253,"MOUTH (SPIT,BITE,ETC)",,,102677
3254,OTHER (SPECIFY),,SPITTING,102677
3255,HANDS/FISTS,,,102679
3256,VERBAL THREAT (ASSAULT),,,102683
3257,VERBAL THREAT (ASSAULT),,,102684
3258,VERBAL THREAT (ASSAULT),,,102685
3259,HANDS/FISTS,,,102690
3260,OTHER (SPECIFY),,CHAIN ,102690
3261,VERBAL THREAT (ASSAULT),,,102690
3262,HANDS/FISTS,,,102692
3263,"MOUTH (SPIT,BITE,ETC)",,,102692
3264,HANDS/FISTS,,,102694
3265,FIREARM - REVOLVER, 38 CAL,,102695
3266,HANDS/FISTS,,,102696
3267,OTHER (SPECIFY),,GARBAGE CAN ,102701
3268,VERBAL THREAT (ASSAULT),,,102701
3269,OTHER (SPECIFY),,GARBAGE CAN,102702
3270,VERBAL THREAT (ASSAULT),,,102716
3271,HANDS/FISTS,,,102717
3272,VERBAL THREAT (ASSAULT),,,102717
3273,OTHER (SPECIFY),,VEHICLE,102718
3274,VEHICLE - ATTEMPTED TO STRIKE OFFICER WITH VEHICLE,,,102718
3275,VEHICLE - ATTEMPTED TO STRIKE OFFICER WITH VEHICLE,,,102719
3276,FEET,,,102720
3277,VERBAL THREAT (ASSAULT),,,102723
3278,FIREARM - REVOLVER,22 LR,,102728
3279,FEET,,,102733
3280,VERBAL THREAT (ASSAULT),,,102738
3281,"MOUTH (SPIT,BITE,ETC)",,,102739
3282,FIREARM - SEMI-AUTOMATIC, 9 MM,,102741
3283,FIREARM - SEMI-AUTOMATIC, 9 MM,,102742
3284,FEET,,,102744
3285,"MOUTH (SPIT,BITE,ETC)",,,102744
3286,"MOUTH (SPIT,BITE,ETC)",,,102745
3287,VERBAL THREAT (ASSAULT),,,102745
3288,FEET,,,102748
3289,HANDS/FISTS,,,102748
3290,OTHER (SPECIFY),,CHARGING,102748
3291,HANDS/FISTS,,,102754
3292,HANDS/FISTS,,,102755
3293,HANDS/FISTS,,,102756
3294,HANDS/FISTS,,,102765
3295,OTHER (SPECIFY),,THROWN OBJECT,102767
3296,HANDS/FISTS,,,102769
3297,VERBAL THREAT (ASSAULT),,,102769
3298,"MOUTH (SPIT,BITE,ETC)",,,102772
3299,OTHER (SPECIFY),,SPIT,102773
3300,"MOUTH (SPIT,BITE,ETC)",,,102774
3301,VERBAL THREAT (ASSAULT),,,102784
3302,FIREARM - SEMI-AUTOMATIC, 9 MM,,102788
3303,FIREARM - SEMI-AUTOMATIC, 9 MM,,102789
3304,OTHER (SPECIFY),,HARM TO HERSELF,102792
3305,VERBAL THREAT (ASSAULT),,,102792
3306,FEET,,,102793
3307,OTHER (SPECIFY),,SWINGING ARMS,102793
3308,VERBAL THREAT (ASSAULT),,,102793
3309,OTHER (SPECIFY),,SWINGING ARMS,102796
3310,VERBAL THREAT (ASSAULT),,,102796
3311,VERBAL THREAT (ASSAULT),,,102799
3312,HANDS/FISTS,,,102805
3313,KNIFE/OTHER CUTTING INSTRUMENT,,,102809
3314,KNIFE/OTHER CUTTING INSTRUMENT,,,102810
3315,FEET,,,102815
3316,FIREARM - SEMI-AUTOMATIC,380 ACP,"JENNINGS FIREARMS, MODEL 48",102816
3317,FIREARM - SEMI-AUTOMATIC,380 ACP,JENNINGS FIREARMS MODEL 48,102817
3318,FEET,,,102820
3319,FEET,,,102821
3320,HANDS/FISTS,,,102821
3321,VERBAL THREAT (ASSAULT),,,102821
3322,BLUNT INSTRUMENT,,ROCKS,102822
3323,FEET,,,102822
3324,HANDS/FISTS,,,102822
3325,VERBAL THREAT (ASSAULT),,,102822
3326,HANDS/FISTS,,,102824
3327,HANDS/FISTS,,,102826
3328,HANDS/FISTS,,,102827
3329,VERBAL THREAT (ASSAULT),,,102827
3330,HANDS/FISTS,,,102830
3331,OTHER (SPECIFY),,CANINE,102831
3332,OTHER (SPECIFY),,CANINE,102832
3333,"MOUTH (SPIT,BITE,ETC)",,,102838
3334,FEET,,,102839
3335,"MOUTH (SPIT,BITE,ETC)",,,102839
3336,FEET,,,102841
3337,"MOUTH (SPIT,BITE,ETC)",,,102841
3338,HANDS/FISTS,,,102844
3339,VERBAL THREAT (ASSAULT),,,102844
3340,OTHER (SPECIFY),,CANINE,102848
3341,OTHER (SPECIFY),,CANINE,102849
3342,OTHER (SPECIFY),,CANINE,102850
3343,OTHER (SPECIFY),,ATTACK DOG,102851
3344,HANDS/FISTS,,,102857
3345,VERBAL THREAT (ASSAULT),,,102857
3346,VERBAL THREAT (ASSAULT),,,102860
3347,VERBAL THREAT (ASSAULT),,,102861
3348,FEET,,,102862
3349,HANDS/FISTS,,,102862
3350,VERBAL THREAT (ASSAULT),,,102862
3351,VERBAL THREAT (ASSAULT),,,102865
3352,VERBAL THREAT (ASSAULT),,,102867
3353,VERBAL THREAT (ASSAULT),,,102868
3354,HANDS/FISTS,,,102870
3355,FIREARM - SEMI-AUTOMATIC,UNKNOWN,,102871
3356,OTHER (SPECIFY),,SPAT ON OFFICER,102872
3357,HANDS/FISTS,,,102874
3358,VERBAL THREAT (ASSAULT),,,102877
3359,VERBAL THREAT (ASSAULT),,,102878
3360,HANDS/FISTS,,,102882
3361,FEET,,,102887
3362,FEET,,,102888
3363,HANDS/FISTS,,,102888
3364,"MOUTH (SPIT,BITE,ETC)",,,102888
3365,FIREARM - SEMI-AUTOMATIC,380 ACP,,102892
3366,OTHER (SPECIFY),,CELL PHONE,102894
3367,HANDS/FISTS,,,102895
3368,OTHER (SPECIFY),,LUNGED TOWARDS R/O,102895
3369,VERBAL THREAT (ASSAULT),,,102895
3370,FIREARM - SEMI-AUTOMATIC,40 S&W,,102896
3371,FEET,,,102897
3372,FIREARM - SEMI-AUTOMATIC,40 S&W,,102897
3373,VERBAL THREAT (ASSAULT),,,102897
3374,FEET,,,102898
3375,FIREARM - SEMI-AUTOMATIC,40 S&W,,102898
3376,"MOUTH (SPIT,BITE,ETC)",,,102898
3377,VERBAL THREAT (ASSAULT),,,102898
3378,FIREARM - SEMI-AUTOMATIC,40 S&W,,102899
3379,HANDS/FISTS,,,102900
3380,HANDS/FISTS,,,102903
3381,HANDS/FISTS,,,102904
3382,HANDS/FISTS,,,102906
3383,HANDS/FISTS,,,102907
3384,FEET,,,102909
3385,"MOUTH (SPIT,BITE,ETC)",,,102909
3386,VERBAL THREAT (ASSAULT),,,102909
3387,"MOUTH (SPIT,BITE,ETC)",,,102914
3388,VERBAL THREAT (ASSAULT),,,102914
3389,VEHICLE - OFFICER STRUCK WITH VEHICLE,,,102917
3390,OTHER (SPECIFY),,OFFICER DRAGGED BY VEHICLE,102918
3391,HANDS/FISTS,,,102919
3392,HANDS/FISTS,,,102920
3393,HANDS/FISTS,,,102922
3394,VERBAL THREAT (ASSAULT),,,102922
3395,FEET,,,102924
3396,HANDS/FISTS,,,102924
3397,"MOUTH (SPIT,BITE,ETC)",,,102924
3398,VERBAL THREAT (ASSAULT),,,102924
3399,FEET,,,102928
3400,VERBAL THREAT (ASSAULT),,,102928
3401,FIREARM - SEMI-AUTOMATIC,40 S&W,,102935
3402,VEHICLE - OFFICER STRUCK WITH VEHICLE,,,102935
3403,FIREARM - SEMI-AUTOMATIC, 9 MM,,102937
3404,VEHICLE - OFFICER STRUCK WITH VEHICLE,,,102937
3405,FIREARM - SEMI-AUTOMATIC,40 S&W,,102938
3406,FIREARM - SEMI-AUTOMATIC,40 S&W,,102941
3407,BLUNT INSTRUMENT,,BOARD WITH PROTRUDING NAILS,102947
3408,HANDS/FISTS,,,102947
3409,OTHER (SPECIFY),,BOARD WITH NAILS,102947
3410,HANDS/FISTS,,,102948
3411,OTHER (SPECIFY),,BOARD WITH NAILS,102948
3412,HANDS/FISTS,,,102962
3413,FIREARM - SEMI-AUTOMATIC,40 S&W,,102966
3414,HANDS/FISTS,,,102966
3415,HANDS/FISTS,,,102971
3416,HANDS/FISTS,,,102975
3417,VERBAL THREAT (ASSAULT),,,102975
3418,HANDS/FISTS,,,102976
3419,VERBAL THREAT (ASSAULT),,,102976
3420,OTHER (SPECIFY),,2 LITER BOTTLE THROWN STRIKING SERGEANT DOBDA,102977
3421,VERBAL THREAT (ASSAULT),,,102979
3422,FEET,,,102980
3423,HANDS/FISTS,,,102980
3424,VERBAL THREAT (ASSAULT),,,102980
3425,VERBAL THREAT (ASSAULT),,,102981
3426,HANDS/FISTS,,,102987
3427,OTHER (SPECIFY),,EXITED VEH APPROACHED R/O IN AGGRESSIVE MANNER WHILE YELLING,102988
3428,VEHICLE - ATTEMPTED TO STRIKE OFFICER WITH VEHICLE,,,102988
3429,HANDS/FISTS,,,102990
3430,VERBAL THREAT (ASSAULT),,,102990
3431,HANDS/FISTS,,,102995
3432,OTHER (SPECIFY),,THREW CITATION AT RO'S FACE,102996
3433,OTHER (SPECIFY),,GLASS BOTTLE,103002
3434,FIREARM - SEMI-AUTOMATIC,40 S&W,,103005
3435,FIREARM - SEMI-AUTOMATIC,40 S&W,,103006
3436,VERBAL THREAT (ASSAULT),,,103007
3437,HANDS/FISTS,,,103010
3438,"MOUTH (SPIT,BITE,ETC)",,,103010
3439,OTHER (SPECIFY),,HEADBUTT,103013
3440,VERBAL THREAT (ASSAULT),,,103013
3441,HANDS/FISTS,,,103014
3442,"MOUTH (SPIT,BITE,ETC)",,,103017
3443,FEET,,,103018
3444,"MOUTH (SPIT,BITE,ETC)",,,103018
3445,VERBAL THREAT (ASSAULT),,,103018
3446,FIREARM - SEMI-AUTOMATIC, 9 MM,,103019
3447,OTHER (SPECIFY),,THREATEN TO SPIT ON ,103047
3448,"MOUTH (SPIT,BITE,ETC)",,,103049
3449,OTHER (SPECIFY),,ATTEMPT DISARM,103053
3450,HANDS/FISTS,,,103055
3451,FIREARM - REVOLVER,410,,103061
3452,VEHICLE - ATTEMPTED TO STRIKE OFFICER WITH VEHICLE,,,103069
3453,FIREARM - SEMI-AUTOMATIC, 9 MM,,103075
3454,OTHER (SPECIFY),,CLOSED CAR WINDOW ON R/O'S LEFT ARM,103075
3455,FEET,,,103077
3456,HANDS/FISTS,,,103077
3457,OTHER (SPECIFY),,"SWUNG BAG, HIT MEMBER'S FACE",103089
3458,FIREARM - SEMI-AUTOMATIC,40 S&W,,103097
3459,FEET,,,103099
3460,OTHER (SPECIFY),,KICKED IN GROIN.,103099
3461,FEET,,,103100
3462,OTHER (SPECIFY),,KICKED IN LEG BY OFFENDER,103100
3463,FEET,,,103101
3464,HANDS/FISTS,,,103101
3465,OTHER (SPECIFY),,KICKED OFFICER IN ARM,103101
3466,VERBAL THREAT (ASSAULT),,,103107
3467,FIREARM - SEMI-AUTOMATIC, 9 MM,,103113
3468,FIREARM - SEMI-AUTOMATIC, 9 MM,,103114
3469,VERBAL THREAT (ASSAULT),,,103115
3470,"MOUTH (SPIT,BITE,ETC)",,,103117
3471,OTHER (SPECIFY),,FLAILING ELBOWS AND LEGS,103117
3472,HANDS/FISTS,,,103121
3473,HANDS/FISTS,,,103124
3474,VERBAL THREAT (ASSAULT),,,103135
3475,OTHER (SPECIFY),,VEHICLE-STRUCK SQUAD CAR INTENTIONALLY ,103138
3476,OTHER (SPECIFY),,VEHICLE STRUCK SQUAD CAR INTENTIONALLY,103139
3477,OTHER (SPECIFY),,"CLOSED DISTANCE, COMBATIVE STANCE",103147
3478,VERBAL THREAT (ASSAULT),,,103147
3479,OTHER (SPECIFY),,COMBATIVE STANCE AND CLOSED DISTANCE,103148
3480,VERBAL THREAT (ASSAULT),,,103148
3481,FIREARM - SEMI-AUTOMATIC, 9 MM,,103149
3482,FIREARM - SEMI-AUTOMATIC, 9 MM,,103150
3483,HANDS/FISTS,,,103150
3484,FIREARM - SEMI-AUTOMATIC, 9 MM,,103151
3485,HANDS/FISTS,,,103151
3486,FIREARM - SEMI-AUTOMATIC, 9 MM,JIMENEZ ARMS HANDGUN,103153
3487,FIREARM - SEMI-AUTOMATIC, 9 MM,,103154
3488,HANDS/FISTS,,,103155
3489,FIREARM - SEMI-AUTOMATIC,UNKNOWN,,103156
3490,HANDS/FISTS,,,103156
3491,HANDS/FISTS,,,103157
3492,VERBAL THREAT (ASSAULT),,,103158
3493,FEET,,,103160
3494,HANDS/FISTS,,,103160
3495,"MOUTH (SPIT,BITE,ETC)",,,103160
3496,VERBAL THREAT (ASSAULT),,,103160
3497,FEET,,,103161
3498,HANDS/FISTS,,,103161
3499,"MOUTH (SPIT,BITE,ETC)",,,103161
3500,OTHER (SPECIFY),,THREATENED R/O WITH SYRINGE ,103161
3501,VERBAL THREAT (ASSAULT),,,103161
3502,"MOUTH (SPIT,BITE,ETC)",,,103162
3503,"MOUTH (SPIT,BITE,ETC)",,,103165
3504,FEET,,,103176
3505,HANDS/FISTS,,,103187
3506,HANDS/FISTS,,,103192
3507,"MOUTH (SPIT,BITE,ETC)",,,103192
3508,VERBAL THREAT (ASSAULT),,,103192
3509,"MOUTH (SPIT,BITE,ETC)",,,103193
3510,VERBAL THREAT (ASSAULT),,,103193
3511,FIREARM - SEMI-AUTOMATIC, 9 MM,,103204
3512,VERBAL THREAT (ASSAULT),,,103207
3513,OTHER (SPECIFY),,KNEE,103209
3514,VERBAL THREAT (ASSAULT),,,103209
3515,HANDS/FISTS,,,103211
3516,HANDS/FISTS,,,103213
3517,OTHER (SPECIFY),,DRAGGED OFFICER INTO DOORWAY,103220
3518,HANDS/FISTS,,,103223
3519,OTHER (SPECIFY),,GRABBED HAND AND FINGERS,103223
3520,FEET,,,103224
3521,HANDS/FISTS,,,103224
3522,VERBAL THREAT (ASSAULT),,,103225
3523,FIREARM - SEMI-AUTOMATIC, 9 MM,,103227
3524,HANDS/FISTS,,,103228
3525,FEET,,,103230
3526,VERBAL THREAT (ASSAULT),,,103233
3527,FEET,,,103234
3528,"MOUTH (SPIT,BITE,ETC)",,,103234
3529,FIREARM - SEMI-AUTOMATIC,40 S&W,,103239
3530,FIREARM - SEMI-AUTOMATIC,40 S&W,STOEGER,103240
3531,FIREARM - SEMI-AUTOMATIC,40 S&W,,103241
3532,FIREARM - SEMI-AUTOMATIC,40 S&W,,103242
3533,FIREARM - SEMI-AUTOMATIC,22 LR,SIG SAUER MOSQUITO,103249
3534,FIREARM - SEMI-AUTOMATIC,22 LR,"SIG SAUER, MOD. MOSQUITO",103252
3535,FIREARM - SEMI-AUTOMATIC,22 LR,,103253
3536,HANDS/FISTS,,,103254
3537,"MOUTH (SPIT,BITE,ETC)",,,103254
3538,OTHER (SPECIFY),,CLENCH FIST/GRIND TEETH,103254
3539,VERBAL THREAT (ASSAULT),,,103254
3540,FEET,,,103255
3541,FIREARM - SEMI-AUTOMATIC, 9 MM,,103256
3542,FIREARM - SEMI-AUTOMATIC, 9 MM,,103257
3543,FIREARM - SEMI-AUTOMATIC,380 ACP,,103262
3544,FIREARM - SEMI-AUTOMATIC,40 S&W,GLOCK,103266
3545,FIREARM - SEMI-AUTOMATIC,40 S&W,GLOCK,103267
3546,HANDS/FISTS,,,103269
3547,HANDS/FISTS,,,103270
3548,OTHER (SPECIFY),,HEAD,103270
3549,FEET,,,103271
3550,HANDS/FISTS,,,103276
3551,VERBAL THREAT (ASSAULT),,,103276
3552,FIREARM - SEMI-AUTOMATIC,OTHER,40 CALIBER GLOCK,103282
3553,OTHER (SPECIFY),,CRASHED VEHICLE WHILE OFFICER IN VEHICLE. CAUSING INJURY,103282
3554,"MOUTH (SPIT,BITE,ETC)",,,103284
3555,FEET,,,103287
3556,HANDS/FISTS,,,103287
3557,FEET,,,103288
3558,HANDS/FISTS,,,103288
3559,OTHER (SPECIFY),,PUSHED UNIFORMED P.O. JOHNSON #8781 ASIDE ACTIVELY RESISTED,103295
3560,VERBAL THREAT (ASSAULT),,,103297
3561,HANDS/FISTS,,,103299
3562,VERBAL THREAT (ASSAULT),,,103301
3563,FIREARM - SEMI-AUTOMATIC,380 ACP,,103302
3564,OTHER (SPECIFY),,POINTED WEAPON AT MEMBER,103302
3565,VERBAL THREAT (ASSAULT),,,103302
3566,OTHER (SPECIFY),,STEERED VEH AT MEMBER'S VEH,103304
3567,VERBAL THREAT (ASSAULT),,,103304
3568,VERBAL THREAT (ASSAULT),,,103307
3569,"MOUTH (SPIT,BITE,ETC)",,,103308
3570,HANDS/FISTS,,,103310
3571,HANDS/FISTS,,,103325
3572,HANDS/FISTS,,,103326
3573,VERBAL THREAT (ASSAULT),,,103326
3574,VERBAL THREAT (ASSAULT),,,103327
3575,HANDS/FISTS,,,103334
3576,VERBAL THREAT (ASSAULT),,,103334
3577,HANDS/FISTS,,,103338
3578,HANDS/FISTS,,,103339
3579,"MOUTH (SPIT,BITE,ETC)",,,103341
3580,OTHER (SPECIFY),,PUSHED MEMBER,103342
3581,FEET,,,103349
3582,HANDS/FISTS,,,103352
3583,"MOUTH (SPIT,BITE,ETC)",,,103352
3584,FEET,,,103361
3585,KNIFE/OTHER CUTTING INSTRUMENT,,,103368
3586,KNIFE/OTHER CUTTING INSTRUMENT,,,103369
3587,FEET,,,103375
3588,HANDS/FISTS,,,103375
3589,OTHER (SPECIFY),,CHEST AND BACK BUMP,103380
3590,FIREARM - SEMI-AUTOMATIC, 9 MM,,103382
3591,FIREARM - SEMI-AUTOMATIC,40 S&W,,103383
3592,FIREARM - SEMI-AUTOMATIC,40 S&W,,103384
3593,FIREARM - SEMI-AUTOMATIC,40 S&W,,103385
3594,"MOUTH (SPIT,BITE,ETC)",,,103385
3595,FIREARM - SEMI-AUTOMATIC,40 S&W,,103386
3596,HANDS/FISTS,,,103386
3597,VERBAL THREAT (ASSAULT),,,103393
3598,OTHER (SPECIFY),,ROCKS,103394
3599,VEHICLE - OFFICER STRUCK WITH VEHICLE,,,103398
3600,FEET,,,103399
3601,HANDS/FISTS,,,103399
3602,HANDS/FISTS,,,103400
3603,HANDS/FISTS,,,103402
3604,OTHER (SPECIFY),,RAISED CLOSED R FIST,103402
3605,FEET,,,103406
3606,HANDS/FISTS,,,103406
3607,HANDS/FISTS,,,103410
3608,BLUNT INSTRUMENT,,,103412
3609,FEET,,,103414
3610,HANDS/FISTS,,,103414
3611,"MOUTH (SPIT,BITE,ETC)",,,103414
3612,VERBAL THREAT (ASSAULT),,,103414
3613,FEET,,,103415
3614,HANDS/FISTS,,,103415
3615,"MOUTH (SPIT,BITE,ETC)",,,103415
3616,FEET,,,103416
3617,HANDS/FISTS,,,103416
3618,"MOUTH (SPIT,BITE,ETC)",,,103416
3619,VERBAL THREAT (ASSAULT),,,103416
3620,FIREARM - SEMI-AUTOMATIC,40 S&W,GLOCK 23 GEN 4,103418
3621,FIREARM - SEMI-AUTOMATIC,40 S&W,GLOCK23,103419
3622,VERBAL THREAT (ASSAULT),,,103422
3623,HANDS/FISTS,,,103423
3624,VERBAL THREAT (ASSAULT),,,103425
3625,FIREARM - SEMI-AUTOMATIC,25 ACP,,103429
3626,HANDS/FISTS,,,103429
3627,VERBAL THREAT (ASSAULT),,,103430
3628,BLUNT INSTRUMENT,,WOODER STICK,103433
3629,BLUNT INSTRUMENT,,WOODEN STICK,103434
3630,FEET,,,103436
3631,VERBAL THREAT (ASSAULT),,,103436
3632,FIREARM - SEMI-AUTOMATIC, 9 MM,TAURUS PT92,103437
3633,FIREARM - SEMI-AUTOMATIC, 9 MM,"TAURUS PT92 PARABELLUM 5""BARRELL",103440
3634,FIREARM - SEMI-AUTOMATIC, 9 MM,,103441
3635,VERBAL THREAT (ASSAULT),,,103444
3636,HANDS/FISTS,,,103445
3637,HANDS/FISTS,,,103446
3638,VERBAL THREAT (ASSAULT),,,103446
3639,VERBAL THREAT (ASSAULT),,,103453
3640,VERBAL THREAT (ASSAULT),,,103458
3641,VERBAL THREAT (ASSAULT),,,103459
3642,FIREARM - SEMI-AUTOMATIC,OTHER,.25ACP PISTOL,103460
3643,FIREARM - SEMI-AUTOMATIC,25 ACP,,103462
3644,VERBAL THREAT (ASSAULT),,,103463
3645,HANDS/FISTS,,,103464
3646,VERBAL THREAT (ASSAULT),,,103465
3647,OTHER (SPECIFY),,FOREARM,103472
3648,HANDS/FISTS,,,103474
3649,HANDS/FISTS,,,103475
3650,FIREARM - SEMI-AUTOMATIC,380 ACP,,103482
3651,HANDS/FISTS,,,103482
3652,FIREARM - SEMI-AUTOMATIC,380 ACP,,103483
3653,HANDS/FISTS,,,103485
3654,HANDS/FISTS,,,103491
3655,"MOUTH (SPIT,BITE,ETC)",,,103492
3656,HANDS/FISTS,,,103494
3657,VERBAL THREAT (ASSAULT),,,103494
3658,FEET,,,103496
3659,OTHER (SPECIFY),,SWUNG ARMS & LEGS WILDLY,103497
3660,OTHER (SPECIFY),,SWINGING ARMS & LEGS WILDLY,103498
3661,VERBAL THREAT (ASSAULT),,,103501
3662,HANDS/FISTS,,,103504
3663,"MOUTH (SPIT,BITE,ETC)",,,103510
3664,VERBAL THREAT (ASSAULT),,,103511
3665,FIREARM - SEMI-AUTOMATIC, 9 MM,,103512
3666,KNIFE/OTHER CUTTING INSTRUMENT,,,103513
3667,HANDS/FISTS,,,103517
3668,VERBAL THREAT (ASSAULT),,,103517
3669,FEET,,,103522
3670,HANDS/FISTS,,,103522
3671,VERBAL THREAT (ASSAULT),,,103526
3672,HANDS/FISTS,,,103528
3673,HANDS/FISTS,,,103529
3674,VERBAL THREAT (ASSAULT),,,103529
3675,HANDS/FISTS,,,103530
3676,VEHICLE - ATTEMPTED TO STRIKE OFFICER WITH VEHICLE,,,103537
3677,OTHER (SPECIFY),,OFFENDER'S BODY STRUCK R/O'S BODY AS HE ATTEMPTED TO FLEE,103543
3678,FIREARM - REVOLVER,22 SHORT,,103547
3679,VERBAL THREAT (ASSAULT),,,103550
3680,FIREARM - SEMI-AUTOMATIC, 9 MM,,103555
3681,FIREARM - SEMI-AUTOMATIC, 9 MM,,103565
3682,FIREARM - SEMI-AUTOMATIC, 9 MM,,103566
3683,VERBAL THREAT (ASSAULT),,,103568
3684,HANDS/FISTS,,,103569
3685,HANDS/FISTS,,,103570
3686,HANDS/FISTS,,,103571
3687,HANDS/FISTS,,,103572
3688,FIREARM - REVOLVER,22 SHORT,,103573
3689,OTHER (SPECIFY),,CRACK PIPE,103574
3690,FEET,,,103575
3691,OTHER (SPECIFY),,CRACK PIPE,103575
3692,OTHER (SPECIFY),,CRACK PIPE,103576
3693,OTHER (SPECIFY),,LEFT ELBOW,103578
3694,"MOUTH (SPIT,BITE,ETC)",,,103579
3695,"MOUTH (SPIT,BITE,ETC)",,,103580
3696,HANDS/FISTS,,,103581
3697,OTHER (SPECIFY),,SPIT,103581
3698,FEET,,,103582
3699,HANDS/FISTS,,,103582
3700,"MOUTH (SPIT,BITE,ETC)",,,103582
3701,VERBAL THREAT (ASSAULT),,,103582
3702,HANDS/FISTS,,,103585
3703,"MOUTH (SPIT,BITE,ETC)",,,103585
3704,VERBAL THREAT (ASSAULT),,,103585
3705,"MOUTH (SPIT,BITE,ETC)",,,103586
3706,HANDS/FISTS,,,103588
3707,VERBAL THREAT (ASSAULT),,,103588
3708,HANDS/FISTS,,,103589
3709,OTHER (SPECIFY),,LARGE GLASS  BOTTLE.,103600
3710,HANDS/FISTS,,,103605
3711,OTHER (SPECIFY),,LARGE GLASS BOTTLE,103606
3712,OTHER (SPECIFY),,LARGE GLASS BOTTLE IN RAISED HAND,103606
3713,VERBAL THREAT (ASSAULT),,,103606
3714,HANDS/FISTS,,,103608
3715,VERBAL THREAT (ASSAULT),,,103608
3716,HANDS/FISTS,,,103609
3717,VERBAL THREAT (ASSAULT),,,103609
3718,KNIFE/OTHER CUTTING INSTRUMENT,,,103611
3719,FIREARM - SEMI-AUTOMATIC,40 S&W,,103613
3720,HANDS/FISTS,,,103614
3721,VERBAL THREAT (ASSAULT),,,103617
3722,FEET,,,103626
3723,HANDS/FISTS,,,103626
3724,HANDS/FISTS,,,103628
3725,FEET,,,103630
3726,HANDS/FISTS,,,103630
3727,HANDS/FISTS,,,103642
3728,"MOUTH (SPIT,BITE,ETC)",,,103648
3729,FIREARM - RIFLE,UNKNOWN,,103649
3730,FIREARM - SEMI-AUTOMATIC,UNKNOWN,,103649
3731,FIREARM - SEMI-AUTOMATIC,40 S&W,,103650
3732,HANDS/FISTS,,,103659
3733,HANDS/FISTS,,,103661
3734,FEET,,,103664
3735,FIREARM - SEMI-AUTOMATIC, 9 MM,GLOCK,103664
3736,HANDS/FISTS,,,103664
3737,OTHER (SPECIFY),,SCREWDRIVER,103665
3738,OTHER (SPECIFY),,SCREWDRIVER,103666
3739,OTHER (SPECIFY),,SCREWDRIVER,103667
3740,OTHER (SPECIFY),,SCREWDRIVER,103668
3741,FEET,,,103671
3742,HANDS/FISTS,,,103671
3743,"MOUTH (SPIT,BITE,ETC)",,,103672
3744,FEET,,,103673
3745,FIREARM - SEMI-AUTOMATIC, 9 MM,,103674
3746,FIREARM - SEMI-AUTOMATIC, 9 MM,,103675
3747,FIREARM - SEMI-AUTOMATIC,380 ACP,,103676
3748,VERBAL THREAT (ASSAULT),,,103677
3749,VERBAL THREAT (ASSAULT),,,103678
3750,HANDS/FISTS,,,103687
3751,FIREARM - SEMI-AUTOMATIC, 9 MM,,103688
3752,HANDS/FISTS,,,103690
3753,FIREARM - SEMI-AUTOMATIC, 9 MM,,103694
3754,HANDS/FISTS,,,103698
3755,VERBAL THREAT (ASSAULT),,,103698
3756,FIREARM - SEMI-AUTOMATIC, 9 MM,,103704
3757,FIREARM - SEMI-AUTOMATIC, 9 MM,,103705
3758,HANDS/FISTS,,,103706
